1600,12.6,0.1524,71.3,0.0483159,120.534
2000,12.6,0.1524,71.3,0.0483159,117.504
2500,12.6,0.1524,71.3,0.0483159,115.234
3150,12.6,0.1524,71.3,0.0483159,113.334
4000,12.6,0.1524,71.3,0.0483159,108.034
5000,12.6,0.1524,71.3,0.0483159,108.034
6300,12.6,0.1524,71.3,0.0483159,107.284
200,12.6,0.1524,39.6,0.0584113,114.75
250,12.6,0.1524,39.6,0.0584113,115.89
315,12.6,0.1524,39.6,0.0584113,116.02
400,12.6,0.1524,39.6,0.0584113,115.91
500,12.6,0.1524,39.6,0.0584113,114.9
630,12.6,0.1524,39.6,0.0584113,116.55
800,12.6,0.1524,39.6,0.0584113,116.56
1000,12.6,0.1524,39.6,0.0584113,114.67
1250,12.6,0.1524,39.6,0.0584113,112.16
1600,12.6,0.1524,39.6,0.0584113,110.78
2000,12.6,0.1524,39.6,0.0584113,109.52
2500,12.6,0.1524,39.6,0.0584113,106.88
3150,12.6,0.1524,39.6,0.0584113,106.26
4000,12.6,0.1524,39.6,0.0584113,104.5
5000,12.6,0.1524,39.6,0.0584113,104.13
6300,12.6,0.1524,39.6,0.0584113,103.38
800,0,0.0508,71.3,0.000740478,130.96
1000,0,0.0508,71.3,0.000740478,129.45
1250,0,0.0508,71.3,0.000740478,128.56
1600,0,0.0508,71.3,0.000740478,129.68
2000,0,0.0508,71.3,0.000740478,131.06
2500,0,0.0508,71.3,0.000740478,131.31
3150,0,0.0508,71.3,0.000740478,135.07
4000,0,0.0508,71.3,0.000740478,134.43
5000,0,0.0508,71.3,0.000740478,134.43
6300,0,0.0508,71.3,0.000740478,133.04
8000,0,0.0508,71.3,0.000740478,130.89
10000,0,0.0508,71.3,0.000740478,128.74
12500,0,0.0508,71.3,0.000740478,125.22
800,0,0.0508,55.5,0.00076193,124.336
1000,0,0.0508,55.5,0.00076193,125.586
1250,0,0.0508,55.5,0.00076193,127.076
1600,0,0.0508,55.5,0.00076193,128.576
2000,0,0.0508,55.5,0.00076193,131.456
2500,0,0.0508,55.5,0.00076193,133.956
3150,0,0.0508,55.5,0.00076193,134.826
4000,0,0.0508,55.5,0.00076193,134.946
5000,0,0.0508,55.5,0.00076193,134.556
6300,0,0.0508,55.5,0.00076193,132.796
8000,0,0.0508,55.5,0.00076193,130.156
10000,0,0.0508,55.5,0.00076193,127.636
12500,0,0.0508,55.5,0.00076193,125.376
800,0,0.0508,39.6,0.000791822,126.508
1000,0,0.0508,39.6,0.000791822,127.638
1250,0,0.0508,39.6,0.000791822,129.148
1600,0,0.0508,39.6,0.000791822,130.908
2000,0,0.0508,39.6,0.000791822,132.918
2500,0,0.0508,39.6,0.000791822,134.938
3150,0,0.0508,39.6,0.000791822,135.938
4000,0,0.0508,39.6,0.000791822,135.308
5000,0,0.0508,39.6,0.000791822,134.308
6300,0,0.0508,39.6,0.000791822,131.918
8000,0,0.0508,39.6,0.000791822,128.518
10000,0,0.0508,39.6,0.000791822,125.998
12500,0,0.0508,39.6,0.000791822,123.988
800,0,0.0508,31.7,0.000812164,122.79
1000,0,0.0508,31.7,0.000812164,126.78
1250,0,0.0508,31.7,0.000812164,129.27
1600,0,0.0508,31.7,0.000812164,131.01
2000,0,0.0508,31.7,0.000812164,133.01
2500,0,0.0508,31.7,0.000812164,134.87
3150,0,0.0508,31.7,0.000812164,135.49
4000,0,0.0508,31.7,0.000812164,134.11
5000,0,0.0508,31.7,0.000812164,133.23
6300,0,0.0508,31.7,0.000812164,130.34
8000,0,0.0508,31.7,0.000812164,126.59
10000,0,0.0508,31.7,0.000812164,122.45
12500,0,0.0508,31.7,0.000812164,119.07
1600,4.2,0.0508,71.3,0.00142788,124.318
2000,4.2,0.0508,71.3,0.00142788,129.848
2500,4.2,0.0508,71.3,0.00142788,131.978
3150,4.2,0.0508,71.3,0.00142788,133.728
4000,4.2,0.0508,71.3,0.00142788,133.598
5000,4.2,0.0508,71.3,0.00142788,132.828
6300,4.2,0.0508,71.3,0.00142788,129.308
8000,4.2,0.0508,71.3,0.00142788,125.268
10000,4.2,0.0508,71.3,0.00142788,121.238
12500,4.2,0.0508,71.3,0.00142788,117.328
1000,4.2,0.0508,39.6,0.00152689,125.647
1250,4.2,0.0508,39.6,0.00152689,128.427
1600,4.2,0.0508,39.6,0.00152689,130.197
2000,4.2,0.0508,39.6,0.00152689,132.587
2500,4.2,0.0508,39.6,0.00152689,133.847
3150,4.2,0.0508,39.6,0.00152689,133.587
4000,4.2,0.0508,39.6,0.00152689,131.807
5000,4.2,0.0508,39.6,0.00152689,129.777
6300,4.2,0.0508,39.6,0.00152689,125.717
8000,4.2,0.0508,39.6,0.00152689,120.397
10000,4.2,0.0508,39.6,0.00152689,116.967
800,8.4,0.0508,71.3,0.00529514,127.556
1000,8.4,0.0508,71.3,0.00529514,129.946
1250,8.4,0.0508,71.3,0.00529514,132.086
1600,8.4,0.0508,71.3,0.00529514,133.846
2000,8.4,0.0508,71.3,0.00529514,134.476
2500,8.4,0.0508,71.3,0.00529514,134.226
3150,8.4,0.0508,71.3,0.00529514,131.966
4000,8.4,0.0508,71.3,0.00529514,126.926
5000,8.4,0.0508,71.3,0.00529514,121.146
400,8.4,0.0508,55.5,0.00544854,121.582
500,8.4,0.0508,55.5,0.00544854,123.742
630,8.4,0.0508,55.5,0.00544854,126.152
800,8.4,0.0508,55.5,0.00544854,128.562
1000,8.4,0.0508,55.5,0.00544854,130.722
1250,8.4,0.0508,55.5,0.00544854,132.252
1600,8.4,0.0508,55.5,0.00544854,133.032
2000,8.4,0.0508,55.5,0.00544854,133.042
2500,8.4,0.0508,55.5,0.00544854,131.542
3150,8.4,0.0508,55.5,0.00544854,128.402
4000,8.4,0.0508,55.5,0.00544854,122.612
5000,8.4,0.0508,55.5,0.00544854,115.812
400,8.4,0.0508,39.6,0.00566229,120.015
500,8.4,0.0508,39.6,0.00566229,122.905
630,8.4,0.0508,39.6,0.00566229,126.045
800,8.4,0.0508,39.6,0.00566229,128.435
1000,8.4,0.0508,39.6,0.00566229,130.195
1250,8.4,0.0508,39.6,0.00566229,131.205
1600,8.4,0.0508,39.6,0.00566229,130.965
2000,8.4,0.0508,39.6,0.00566229,129.965
2500,8.4,0.0508,39.6,0.00566229,127.465
3150,8.4,0.0508,39.6,0.00566229,123.965
4000,8.4,0.0508,39.6,0.00566229,118.955
400,8.4,0.0508,31.7,0.00580776,120.076
500,8.4,0.0508,31.7,0.00580776,122.966
630,8.4,0.0508,31.7,0.00580776,125.856
800,8.4,0.0508,31.7,0.00580776,128.246
1000,8.4,0.0508,31.7,0.00580776,129.516
1250,8.4,0.0508,31.7,0.00580776,130.156
1600,8.4,0.0508,31.7,0.00580776,129.296
2000,8.4,0.0508,31.7,0.00580776,127.686
2500,8.4,0.0508,31.7,0.00580776,125.576
3150,8.4,0.0508,31.7,0.00580776,122.086
4000,8.4,0.0508,31.7,0.00580776,118.106
200,11.2,0.0508,71.3,0.014072,125.941
250,11.2,0.0508,71.3,0.014072,127.101
315,11.2,0.0508,71.3,0.014072,128.381
400,11.2,0.0508,71.3,0.014072,129.281
500,11.2,0.0508,71.3,0.014072,130.311
630,11.2,0.0508,71.3,0.014072,133.611
800,11.2,0.0508,71.3,0.014072,136.031
1000,11.2,0.0508,71.3,0.014072,136.941
1250,11.2,0.0508,71.3,0.014072,136.191
1600,11.2,0.0508,71.3,0.014072,135.191
2000,11.2,0.0508,71.3,0.014072,133.311
2500,11.2,0.0508,71.3,0.014072,130.541
3150,11.2,0.0508,71.3,0.014072,127.141
4000,11.2,0.0508,71.3,0.014072,122.471
200,11.2,0.0508,39.6,0.0150478,125.01
250,11.2,0.0508,39.6,0.0150478,126.43
315,11.2,0.0508,39.6,0.0150478,128.99
400,11.2,0.0508,39.6,0.0150478,130.67
500,11.2,0.0508,39.6,0.0150478,131.96
630,11.2,0.0508,39.6,0.0150478,133.13
800,11.2,0.0508,39.6,0.0150478,133.79
1000,11.2,0.0508,39.6,0.0150478,132.43
1250,11.2,0.0508,39.6,0.0150478,130.05
1600,11.2,0.0508,39.6,0.0150478,126.54
2000,11.2,0.0508,39.6,0.0150478,124.42
2500,11.2,0.0508,39.6,0.0150478,122.17
3150,11.2,0.0508,39.6,0.0150478,119.67
4000,11.2,0.0508,39.6,0.0150478,115.52
200,15.4,0.0508,71.3,0.0264269,123.595
250,15.4,0.0508,71.3,0.0264269,124.835
315,15.4,0.0508,71.3,0.0264269,126.195
400,15.4,0.0508,71.3,0.0264269,126.805
500,15.4,0.0508,71.3,0.0264269,127.285
630,15.4,0.0508,71.3,0.0264269,129.645
800,15.4,0.0508,71.3,0.0264269,131.515
1000,15.4,0.0508,71.3,0.0264269,131.865
1250,15.4,0.0508,71.3,0.0264269,130.845
1600,15.4,0.0508,71.3,0.0264269,130.065
2000,15.4,0.0508,71.3,0.0264269,129.285
2500,15.4,0.0508,71.3,0.0264269,127.625
3150,15.4,0.0508,71.3,0.0264269,125.715
4000,15.4,0.0508,71.3,0.0264269,122.675
5000,15.4,0.0508,71.3,0.0264269,119.135
6300,15.4,0.0508,71.3,0.0264269,115.215
8000,15.4,0.0508,71.3,0.0264269,112.675
200,15.4,0.0508,55.5,0.0271925,122.94
250,15.4,0.0508,55.5,0.0271925,124.17
315,15.4,0.0508,55.5,0.0271925,125.39
400,15.4,0.0508,55.5,0.0271925,126.5
500,15.4,0.0508,55.5,0.0271925,127.22
630,15.4,0.0508,55.5,0.0271925,129.33
800,15.4,0.0508,55.5,0.0271925,130.43
1000,15.4,0.0508,55.5,0.0271925,130.4
1250,15.4,0.0508,55.5,0.0271925,130
1600,15.4,0.0508,55.5,0.0271925,128.2
2000,15.4,0.0508,55.5,0.0271925,127.04
2500,15.4,0.0508,55.5,0.0271925,125.63
3150,15.4,0.0508,55.5,0.0271925,123.46
4000,15.4,0.0508,55.5,0.0271925,120.92
5000,15.4,0.0508,55.5,0.0271925,117.11
6300,15.4,0.0508,55.5,0.0271925,112.93
200,15.4,0.0508,39.6,0.0282593,121.783
250,15.4,0.0508,39.6,0.0282593,122.893
315,15.4,0.0508,39.6,0.0282593,124.493
400,15.4,0.0508,39.6,0.0282593,125.353
500,15.4,0.0508,39.6,0.0282593,125.963
630,15.4,0.0508,39.6,0.0282593,127.443
800,15.4,0.0508,39.6,0.0282593,128.423
1000,15.4,0.0508,39.6,0.0282593,127.893
1250,15.4,0.0508,39.6,0.0282593,126.743
1600,15.4,0.0508,39.6,0.0282593,124.843
2000,15.4,0.0508,39.6,0.0282593,123.443
2500,15.4,0.0508,39.6,0.0282593,122.413
3150,15.4,0.0508,39.6,0.0282593,120.513
4000,15.4,0.0508,39.6,0.0282593,118.113
5000,15.4,0.0508,39.6,0.0282593,114.453
6300,15.4,0.0508,39.6,0.0282593,109.663
200,15.4,0.0508,31.7,0.0289853,119.975
250,15.4,0.0508,31.7,0.0289853,121.225
315,15.4,0.0508,31.7,0.0289853,122.845
400,15.4,0.0508,31.7,0.0289853,123.705
500,15.4,0.0508,31.7,0.0289853,123.695
630,15.4,0.0508,31.7,0.0289853,124.685
800,15.4,0.0508,31.7,0.0289853,125.555
1000,15.4,0.0508,31.7,0.0289853,124.525
1250,15.4,0.0508,31.7,0.0289853,123.255
1600,15.4,0.0508,31.7,0.0289853,121.485
2000,15.4,0.0508,31.7,0.0289853,120.835
2500,15.4,0.0508,31.7,0.0289853,119.945
3150,15.4,0.0508,31.7,0.0289853,118.045
4000,15.4,0.0508,31.7,0.0289853,115.635
5000,15.4,0.0508,31.7,0.0289853,112.355
6300,15.4,0.0508,31.7,0.0289853,108.185
200,19.7,0.0508,71.3,0.0341183,118.005
250,19.7,0.0508,71.3,0.0341183,119.115
315,19.7,0.0508,71.3,0.0341183,121.235
400,19.7,0.0508,71.3,0.0341183,123.865
500,19.7,0.0508,71.3,0.0341183,126.995
630,19.7,0.0508,71.3,0.0341183,128.365
800,19.7,0.0508,71.3,0.0341183,124.555
1000,19.7,0.0508,71.3,0.0341183,121.885
1250,19.7,0.0508,71.3,0.0341183,121.485
1600,19.7,0.0508,71.3,0.0341183,120.575
2000,19.7,0.0508,71.3,0.0341183,120.055
2500,19.7,0.0508,71.3,0.0341183,118.385
3150,19.7,0.0508,71.3,0.0341183,116.225
4000,19.7,0.0508,71.3,0.0341183,113.045
200,19.7,0.0508,39.6,0.036484,125.974
250,19.7,0.0508,39.6,0.036484,127.224
315,19.7,0.0508,39.6,0.036484,129.864
400,19.7,0.0508,39.6,0.036484,130.614
500,19.7,0.0508,39.6,0.036484,128.444
630,19.7,0.0508,39.6,0.036484,120.324
800,19.7,0.0508,39.6,0.036484,119.174
1000,19.7,0.0508,39.6,0.036484,118.904
1250,19.7,0.0508,39.6,0.036484,118.634
1600,19.7,0.0508,39.6,0.036484,117.604
2000,19.7,0.0508,39.6,0.036484,117.724
2500,19.7,0.0508,39.6,0.036484,116.184
3150,19.7,0.0508,39.6,0.036484,113.004
4000,19.7,0.0508,39.6,0.036484,108.684
2500,0,0.0254,71.3,0.000400682,133.707
3150,0,0.0254,71.3,0.000400682,137.007
4000,0,0.0254,71.3,0.000400682,138.557
5000,0,0.0254,71.3,0.000400682,136.837
6300,0,0.0254,71.3,0.000400682,134.987
8000,0,0.0254,71.3,0.000400682,129.867
10000,0,0.0254,71.3,0.000400682,130.787
12500,0,0.0254,71.3,0.000400682,133.207
16000,0,0.0254,71.3,0.000400682,130.477
20000,0,0.0254,71.3,0.000400682,123.217
2000,0,0.0254,55.5,0.00041229,127.623
2500,0,0.0254,55.5,0.00041229,130.073
3150,0,0.0254,55.5,0.00041229,130.503
4000,0,0.0254,55.5,0.00041229,133.223
5000,0,0.0254,55.5,0.00041229,135.803
6300,0,0.0254,55.5,0.00041229,136.103
8000,0,0.0254,55.5,0.00041229,136.163
10000,0,0.0254,55.5,0.00041229,134.563
12500,0,0.0254,55.5,0.00041229,131.453
16000,0,0.0254,55.5,0.00041229,125.683
20000,0,0.0254,55.5,0.00041229,121.933
1600,0,0.0254,39.6,0.000428464,124.156
2000,0,0.0254,39.6,0.000428464,130.026
2500,0,0.0254,39.6,0.000428464,131.836
3150,0,0.0254,39.6,0.000428464,133.276
4000,0,0.0254,39.6,0.000428464,135.346
5000,0,0.0254,39.6,0.000428464,136.536
6300,0,0.0254,39.6,0.000428464,136.826
8000,0,0.0254,39.6,0.000428464,135.866
10000,0,0.0254,39.6,0.000428464,133.376
12500,0,0.0254,39.6,0.000428464,129.116
16000,0,0.0254,39.6,0.000428464,124.986
1000,0,0.0254,31.7,0.000439472,125.127
1250,0,0.0254,31.7,0.000439472,127.947
1600,0,0.0254,31.7,0.000439472,129.267
2000,0,0.0254,31.7,0.000439472,130.697
2500,0,0.0254,31.7,0.000439472,132.897
3150,0,0.0254,31.7,0.000439472,135.227
4000,0,0.0254,31.7,0.000439472,137.047
5000,0,0.0254,31.7,0.000439472,138.607
6300,0,0.0254,31.7,0.000439472,138.537
8000,0,0.0254,31.7,0.000439472,137.207
10000,0,0.0254,31.7,0.000439472,134.227
12500,0,0.0254,31.7,0.000439472,128.977
16000,0,0.0254,31.7,0.000439472,125.627
2000,4.8,0.0254,71.3,0.000848633,128.398
2500,4.8,0.0254,71.3,0.000848633,130.828
3150,4.8,0.0254,71.3,0.000848633,133.378
4000,4.8,0.0254,71.3,0.000848633,134.928
5000,4.8,0.0254,71.3,0.000848633,135.468
6300,4.8,0.0254,71.3,0.000848633,134.498
8000,4.8,0.0254,71.3,0.000848633,131.518
10000,4.8,0.0254,71.3,0.000848633,127.398
12500,4.8,0.0254,71.3,0.000848633,127.688
16000,4.8,0.0254,71.3,0.000848633,124.208
20000,4.8,0.0254,71.3,0.000848633,119.708
1600,4.8,0.0254,55.5,0.000873218,121.474
2000,4.8,0.0254,55.5,0.000873218,125.054
2500,4.8,0.0254,55.5,0.000873218,129.144
3150,4.8,0.0254,55.5,0.000873218,132.354
4000,4.8,0.0254,55.5,0.000873218,133.924
5000,4.8,0.0254,55.5,0.000873218,135.484
6300,4.8,0.0254,55.5,0.000873218,135.164
8000,4.8,0.0254,55.5,0.000873218,132.184
10000,4.8,0.0254,55.5,0.000873218,126.944
12500,4.8,0.0254,55.5,0.000873218,125.094
16000,4.8,0.0254,55.5,0.000873218,124.394
20000,4.8,0.0254,55.5,0.000873218,121.284
500,4.8,0.0254,39.6,0.000907475,116.366
630,4.8,0.0254,39.6,0.000907475,118.696
800,4.8,0.0254,39.6,0.000907475,120.766
1000,4.8,0.0254,39.6,0.000907475,122.956
1250,4.8,0.0254,39.6,0.000907475,125.026
1600,4.8,0.0254,39.6,0.000907475,125.966
2000,4.8,0.0254,39.6,0.000907475,128.916
2500,4.8,0.0254,39.6,0.000907475,131.236
3150,4.8,0.0254,39.6,0.000907475,133.436
4000,4.8,0.0254,39.6,0.000907475,134.996
5000,4.8,0.0254,39.6,0.000907475,135.426
6300,4.8,0.0254,39.6,0.000907475,134.336
8000,4.8,0.0254,39.6,0.000907475,131.346
10000,4.8,0.0254,39.6,0.000907475,126.066
500,4.8,0.0254,31.7,0.000930789,116.128
630,4.8,0.0254,31.7,0.000930789,120.078
800,4.8,0.0254,31.7,0.000930789,122.648
1000,4.8,0.0254,31.7,0.000930789,125.348
1250,4.8,0.0254,31.7,0.000930789,127.408
1600,4.8,0.0254,31.7,0.000930789,128.718
2000,4.8,0.0254,31.7,0.000930789,130.148
2500,4.8,0.0254,31.7,0.000930789,132.588
3150,4.8,0.0254,31.7,0.000930789,134.268
4000,4.8,0.0254,31.7,0.000930789,135.328
5000,4.8,0.0254,31.7,0.000930789,135.248
6300,4.8,0.0254,31.7,0.000930789,132.898
8000,4.8,0.0254,31.7,0.000930789,127.008
630,9.5,0.0254,71.3,0.00420654,125.726
800,9.5,0.0254,71.3,0.00420654,127.206
1000,9.5,0.0254,71.3,0.00420654,129.556
1250,9.5,0.0254,71.3,0.00420654,131.656
1600,9.5,0.0254,71.3,0.00420654,133.756
2000,9.5,0.0254,71.3,0.00420654,134.976
2500,9.5,0.0254,71.3,0.00420654,135.956
3150,9.5,0.0254,71.3,0.00420654,136.166
4000,9.5,0.0254,71.3,0.00420654,134.236
5000,9.5,0.0254,71.3,0.00420654,131.186
6300,9.5,0.0254,71.3,0.00420654,127.246
400,9.5,0.0254,55.5,0.0043284,120.952
500,9.5,0.0254,55.5,0.0043284,123.082
630,9.5,0.0254,55.5,0.0043284,125.452
800,9.5,0.0254,55.5,0.0043284,128.082
1000,9.5,0.0254,55.5,0.0043284,130.332
1250,9.5,0.0254,55.5,0.0043284,132.202
1600,9.5,0.0254,55.5,0.0043284,133.062
2000,9.5,0.0254,55.5,0.0043284,134.052
2500,9.5,0.0254,55.5,0.0043284,134.152
3150,9.5,0.0254,55.5,0.0043284,133.252
4000,9.5,0.0254,55.5,0.0043284,131.582
5000,9.5,0.0254,55.5,0.0043284,128.412
6300,9.5,0.0254,55.5,0.0043284,124.222
200,9.5,0.0254,39.6,0.00449821,116.074
250,9.5,0.0254,39.6,0.00449821,116.924
315,9.5,0.0254,39.6,0.00449821,119.294
400,9.5,0.0254,39.6,0.00449821,121.154
500,9.5,0.0254,39.6,0.00449821,123.894
630,9.5,0.0254,39.6,0.00449821,126.514
800,9.5,0.0254,39.6,0.00449821,129.014
1000,9.5,0.0254,39.6,0.00449821,130.374
1250,9.5,0.0254,39.6,0.00449821,130.964
1600,9.5,0.0254,39.6,0.00449821,131.184
2000,9.5,0.0254,39.6,0.00449821,131.274
2500,9.5,0.0254,39.6,0.00449821,131.234
3150,9.5,0.0254,39.6,0.00449821,129.934
4000,9.5,0.0254,39.6,0.00449821,127.864
5000,9.5,0.0254,39.6,0.00449821,125.044
6300,9.5,0.0254,39.6,0.00449821,120.324
200,9.5,0.0254,31.7,0.00461377,119.146
250,9.5,0.0254,31.7,0.00461377,120.136
315,9.5,0.0254,31.7,0.00461377,122.766
400,9.5,0.0254,31.7,0.00461377,124.756
500,9.5,0.0254,31.7,0.00461377,126.886
630,9.5,0.0254,31.7,0.00461377,129.006
800,9.5,0.0254,31.7,0.00461377,130.746
1000,9.5,0.0254,31.7,0.00461377,131.346
1250,9.5,0.0254,31.7,0.00461377,131.446
1600,9.5,0.0254,31.7,0.00461377,131.036
2000,9.5,0.0254,31.7,0.00461377,130.496
2500,9.5,0.0254,31.7,0.00461377,130.086
3150,9.5,0.0254,31.7,0.00461377,128.536
4000,9.5,0.0254,31.7,0.00461377,126.736
5000,9.5,0.0254,31.7,0.00461377,124.426
6300,9.5,0.0254,31.7,0.00461377,120.726
250,12.7,0.0254,71.3,0.0121808,119.698
315,12.7,0.0254,71.3,0.0121808,122.938
400,12.7,0.0254,71.3,0.0121808,125.048
500,12.7,0.0254,71.3,0.0121808,126.898
630,12.7,0.0254,71.3,0.0121808,128.878
800,12.7,0.0254,71.3,0.0121808,130.348
1000,12.7,0.0254,71.3,0.0121808,131.698
1250,12.7,0.0254,71.3,0.0121808,133.048
1600,12.7,0.0254,71.3,0.0121808,134.528
2000,12.7,0.0254,71.3,0.0121808,134.228
2500,12.7,0.0254,71.3,0.0121808,134.058
3150,12.7,0.0254,71.3,0.0121808,133.758
4000,12.7,0.0254,71.3,0.0121808,131.808
5000,12.7,0.0254,71.3,0.0121808,128.978
6300,12.7,0.0254,71.3,0.0121808,125.398
8000,12.7,0.0254,71.3,0.0121808,120.538
10000,12.7,0.0254,71.3,0.0121808,114.418
250,12.7,0.0254,39.6,0.0130253,121.547
315,12.7,0.0254,39.6,0.0130253,123.537
400,12.7,0.0254,39.6,0.0130253,125.527
500,12.7,0.0254,39.6,0.0130253,127.127
630,12.7,0.0254,39.6,0.0130253,128.867
800,12.7,0.0254,39.6,0.0130253,130.217
1000,12.7,0.0254,39.6,0.0130253,130.947
1250,12.7,0.0254,39.6,0.0130253,130.777
1600,12.7,0.0254,39.6,0.0130253,129.977
2000,12.7,0.0254,39.6,0.0130253,129.567
2500,12.7,0.0254,39.6,0.0130253,129.027
3150,12.7,0.0254,39.6,0.0130253,127.847
4000,12.7,0.0254,39.6,0.0130253,126.537
5000,12.7,0.0254,39.6,0.0130253,125.107
6300,12.7,0.0254,39.6,0.0130253,123.177
8000,12.7,0.0254,39.6,0.0130253,120.607
10000,12.7,0.0254,39.6,0.0130253,116.017
200,17.4,0.0254,71.3,0.016104,112.506
250,17.4,0.0254,71.3,0.016104,113.796
315,17.4,0.0254,71.3,0.016104,115.846
400,17.4,0.0254,71.3,0.016104,117.396
500,17.4,0.0254,71.3,0.016104,119.806
630,17.4,0.0254,71.3,0.016104,122.606
800,17.4,0.0254,71.3,0.016104,124.276
1000,17.4,0.0254,71.3,0.016104,125.816
1250,17.4,0.0254,71.3,0.016104,126.356
1600,17.4,0.0254,71.3,0.016104,126.406
2000,17.4,0.0254,71.3,0.016104,126.826
2500,17.4,0.0254,71.3,0.016104,126.746
3150,17.4,0.0254,71.3,0.016104,126.536
4000,17.4,0.0254,71.3,0.016104,125.586
5000,17.4,0.0254,71.3,0.016104,123.126
6300,17.4,0.0254,71.3,0.016104,119.916
8000,17.4,0.0254,71.3,0.016104,115.466
200,17.4,0.0254,55.5,0.0165706,109.951
250,17.4,0.0254,55.5,0.0165706,110.491
315,17.4,0.0254,55.5,0.0165706,111.911
400,17.4,0.0254,55.5,0.0165706,115.461
500,17.4,0.0254,55.5,0.0165706,119.621
630,17.4,0.0254,55.5,0.0165706,122.411
800,17.4,0.0254,55.5,0.0165706,123.091
1000,17.4,0.0254,55.5,0.0165706,126.001
1250,17.4,0.0254,55.5,0.0165706,129.301
1600,17.4,0.0254,55.5,0.0165706,126.471
2000,17.4,0.0254,55.5,0.0165706,125.261
2500,17.4,0.0254,55.5,0.0165706,124.931
